genome	magscot_domain	magscot_score	cluster_97_final	genome_rep97	GreatApes_95_final	kingdom	phylum	class	order	family	genus	species	in_manara	in_uhgg	novel
MGYG000000788	Bacteria	0.729166666666667	MGYG000000788	MGYG000000788	GreatApes_cluster95_005466	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_pyogenes	FALSE	TRUE	FALSE
H07675-L1_cleanbin_000068	Bacteria	0.729040404040404	Ptschw_cluster97_000227	H07675-L1_cleanbin_000068	GreatApes_cluster95_005467	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__CAG-238	s__CAG-238_spGreatApes005467	FALSE	FALSE	TRUE
MGYG000004884	Bacteria	0.728623188405797	MGYG000004884	MGYG000004884	GreatApes_cluster95_005468	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__KLE1615	s__KLE1615_sp905214365	FALSE	TRUE	FALSE
MGYG000000681	Bacteria	0.728623188405797	MGYG000000681	MGYG000000681	GreatApes_cluster95_005469	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus_A	s__Lactococcus_A_raffinolactis	FALSE	TRUE	FALSE
H07646-L1_cleanbin_000054	Bacteria	0.727777777777778	Gberingei_cluster97_000153	H07646-L1_cleanbin_000054	GreatApes_cluster95_005470	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes005470	FALSE	FALSE	TRUE
H07666-L1_cleanbin_000050	Bacteria	0.727777777777778	Ppan_cluster97_000233	H07666-L1_cleanbin_000050	GreatApes_cluster95_005471	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum_spGreatApes005471	FALSE	FALSE	TRUE
ManaraSGB21108	Bacteria	0.727777777777778	ManaraSGB21108	ManaraSGB21108	GreatApes_cluster95_005472	d__Bacteria	p__Cyanobacteria	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__CAG-196	s__CAG-196_spGreatApes005472	TRUE	FALSE	FALSE
MGYG000000355	Bacteria	0.727651515151515	MGYG000000355	MGYG000000355	GreatApes_cluster95_005473	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides_intestinavium	FALSE	TRUE	FALSE
MGYG000003091	Bacteria	0.727651515151515	MGYG000003091	MGYG000003091	GreatApes_cluster95_005474	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides_sp900547435	FALSE	TRUE	FALSE
MGYG000000851	Bacteria	0.727651515151515	MGYG000000851	MGYG000000851	GreatApes_cluster95_005475	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__UBA7173	s__UBA7173_sp900552325	FALSE	TRUE	FALSE
H07650-L1_cleanbin_000019	Bacteria	0.727651515151515	Ggorilla_cluster97_000071	H07650-L1_cleanbin_000019	GreatApes_cluster95_005476	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__UBA2918	s__UBA2918_spGreatApes005476	FALSE	FALSE	TRUE
MGYG000003614	Bacteria	0.727651515151515	MGYG000003614	MGYG000003614	GreatApes_cluster95_005477	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__Alloprevotella_sp004552865	FALSE	TRUE	FALSE
SRR8978296_cleanbin_000004	Bacteria	0.727651515151515	ZcambellPan_cluster97_000037	SRR8978296_cleanbin_000004	GreatApes_cluster95_005478	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella_spGreatApes005478	FALSE	FALSE	TRUE
MGYG000000928	Bacteria	0.727651515151515	MGYG000000928	MGYG000000928	GreatApes_cluster95_005479	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella_sp900552395	FALSE	TRUE	FALSE
MGYG000003048	Bacteria	0.727651515151515	MGYG000003048	MGYG000003048	GreatApes_cluster95_005480	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella_spGreatApes005480	FALSE	TRUE	FALSE
MGYG000001142	Bacteria	0.727651515151515	MGYG000001142	MGYG000001142	GreatApes_cluster95_005481	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella_spGreatApes005481	FALSE	TRUE	FALSE
H07602-L1_cleanbin_000041	Bacteria	0.727651515151515	Gberingei_cluster97_000155	H07602-L1_cleanbin_000041	GreatApes_cluster95_005482	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Oribacterium	s__Oribacterium_spGreatApes005482	FALSE	FALSE	TRUE
ManaraSGB20882	Bacteria	0.727651515151515	ManaraSGB20882	ManaraSGB20882	GreatApes_cluster95_005483	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-488	s__CAG-488_spGreatApes005483	TRUE	FALSE	FALSE
MGYG000001904	Bacteria	0.727651515151515	MGYG000001904	MGYG000001904	GreatApes_cluster95_005484	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__CAG-917	g__CAG-917	s__CAG-917_spGreatApes005484	FALSE	TRUE	FALSE
MGYG000000869	Bacteria	0.727651515151515	MGYG000000869	MGYG000000869	GreatApes_cluster95_005485	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__UBA1242	g__Caccovivens	s__Caccovivens_sp003522085	FALSE	TRUE	FALSE
MGYG000004261	Bacteria	0.727651515151515	MGYG000004261	MGYG000004261	GreatApes_cluster95_005486	d__Bacteria	p__Firmicutes	c__Bacilli	o__RF39	f__UBA660	g__UMGS1449	s__UMGS1449_sp900551925	FALSE	TRUE	FALSE
H07689-L1_cleanbin_000041	Bacteria	0.726612903225807	Pttrog_cluster97_000086	H07689-L1_cleanbin_000041	GreatApes_cluster95_005487	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes005487	FALSE	FALSE	TRUE
ManaraSGB20582	Bacteria	0.726612903225807	ManaraSGB20582	ManaraSGB20582	GreatApes_cluster95_005488	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__Coproplasma_spGreatApes005488	TRUE	FALSE	FALSE
MGYG000004340	Bacteria	0.725724637681159	MGYG000004340	MGYG000004340	GreatApes_cluster95_005489	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium_spGreatApes005489	FALSE	TRUE	FALSE
MGYG000000448	Bacteria	0.725	MGYG000000448	MGYG000000448	GreatApes_cluster95_005490	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAG-873	s__CAG-873_spGreatApes005490	FALSE	TRUE	FALSE
MGYG000000587	Bacteria	0.725	MGYG000000587	MGYG000000587	GreatApes_cluster95_005491	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__UBA1381	f__UBA1381	g__Ornithomonoglobus_A	s__Ornithomonoglobus_A_spGreatApes005491	FALSE	TRUE	FALSE
H07618-L1_cleanbin_000055	Bacteria	0.725	HsA1_cluster97_000255	H07618-L1_cleanbin_000055	GreatApes_cluster95_005492	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__UBA6382	s__UBA6382_spGreatApes005492	FALSE	FALSE	TRUE
MGYG000002791	Bacteria	0.725	MGYG000002791	MGYG000002791	GreatApes_cluster95_005493	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Anaerotignum	s__Anaerotignum_spGreatApes005493	FALSE	TRUE	FALSE
ManaraSGB21176	Bacteria	0.725	ManaraSGB21176	ManaraSGB21176	GreatApes_cluster95_005494	d__Bacteria	p__Firmicutes	c__Bacilli	o__RF39	f__UBA660	g__CAG-1000	s__CAG-1000_spGreatApes005494	TRUE	FALSE	FALSE
H07626-L1_cleanbin_000041	Bacteria	0.725	Gberingei_cluster97_000156	H07626-L1_cleanbin_000041	GreatApes_cluster95_005495	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__Nanosyncoccaceae	g__Nanosyncoccus	s__Nanosyncoccus_spGreatApes005495	FALSE	FALSE	TRUE
ManaraSGB20984	Bacteria	0.725	ManaraSGB20984	ManaraSGB20984	GreatApes_cluster95_005496	d__Bacteria	p__Firmicutes	c__Bacilli	o__RFN20	f__CAG-288	g__Enterosoma	s__Enterosoma_spGreatApes005496	TRUE	FALSE	FALSE
MGYG000003636	Bacteria	0.724812734082397	MGYG000003636	MGYG000003636	GreatApes_cluster95_005497	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__UBA1407	f__UBA1407	g__UBA1724	s__UBA1724_sp900771165	FALSE	TRUE	FALSE
H07667-L1_cleanbin_000071	Bacteria	0.724812734082397	Ptschw_cluster97_000229	H07667-L1_cleanbin_000071	GreatApes_cluster95_005498	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Sphaerochaetales	f__Sphaerochaetaceae	g__UBA9732	s__UBA9732_spGreatApes005498	FALSE	FALSE	TRUE
MGYG000003322	Bacteria	0.724812734082397	MGYG000003322	MGYG000003322	GreatApes_cluster95_005499	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella_spGreatApes005499	FALSE	TRUE	FALSE
ManaraSGB20963	Bacteria	0.724812734082397	ManaraSGB20963	ManaraSGB20963	GreatApes_cluster95_005500	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_B	s__Helicobacter_B_spGreatApes005500	TRUE	FALSE	FALSE
ManaraSGB20782	Bacteria	0.724812734082397	ManaraSGB20782	ManaraSGB20782	GreatApes_cluster95_005501	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-170	s__CAG-170_sp002437575	TRUE	FALSE	FALSE
H07625-L1_cleanbin_000034	Bacteria	0.723611111111111	HsA1_cluster97_000257	H07625-L1_cleanbin_000034	GreatApes_cluster95_005502	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_spGreatApes005502	FALSE	FALSE	TRUE
ManaraSGB20320	Bacteria	0.723484848484848	ManaraSGB20320	ManaraSGB20320	GreatApes_cluster95_005503	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella_spGreatApes005503	TRUE	FALSE	FALSE
H07653-L1_cleanbin_000040	Bacteria	0.723188405797102	Ppan_cluster97_000236	H07653-L1_cleanbin_000040	GreatApes_cluster95_005504	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__Dialister_spGreatApes005504	FALSE	FALSE	TRUE
G02643-L1_cleanbin_000029	Bacteria	0.722877358490566	Ptver_cluster97_000314	G02643-L1_cleanbin_000029	GreatApes_cluster95_005505	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella_spGreatApes005505	FALSE	FALSE	TRUE
G02620-L1_cleanbin_000038	Bacteria	0.688690476190476	Ptver_cluster97_000314	G02643-L1_cleanbin_000029	GreatApes_cluster95_005505	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella_spGreatApes005505	FALSE	FALSE	TRUE
G02608-L1_cleanbin_000031	Bacteria	0.650308641975309	Ptver_cluster97_000314	G02643-L1_cleanbin_000029	GreatApes_cluster95_005505	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella_spGreatApes005505	FALSE	FALSE	TRUE
G02652-L1_cleanbin_000053	Bacteria	0.646747967479675	Ptver_cluster97_000314	G02643-L1_cleanbin_000029	GreatApes_cluster95_005505	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella_spGreatApes005505	FALSE	FALSE	TRUE
G02632-L1_cleanbin_000022	Bacteria	0.619444444444444	Ptver_cluster97_000314	G02643-L1_cleanbin_000029	GreatApes_cluster95_005505	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella_spGreatApes005505	FALSE	FALSE	TRUE
G02627-L1_cleanbin_000038	Bacteria	0.586111111111111	Ptver_cluster97_000314	G02643-L1_cleanbin_000029	GreatApes_cluster95_005505	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella_spGreatApes005505	FALSE	FALSE	TRUE
H07635-L1_cleanbin_000049	Bacteria	0.551666666666667	Ptver_cluster97_000314	G02643-L1_cleanbin_000029	GreatApes_cluster95_005505	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella_spGreatApes005505	FALSE	FALSE	TRUE
H07636-L1_cleanbin_000064	Bacteria	0.537254901960784	Ptver_cluster97_000314	G02643-L1_cleanbin_000029	GreatApes_cluster95_005505	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella_spGreatApes005505	FALSE	FALSE	TRUE
MGYG000001005	Bacteria	0.722222222222222	MGYG000001005	MGYG000001005	GreatApes_cluster95_005506	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalimonas	s__Faecalimonas_sp900550235	FALSE	TRUE	FALSE
ManaraSGB1870	Bacteria	0.721969696969697	ManaraSGB1870	ManaraSGB1870	GreatApes_cluster95_005507	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_intestinigallinarum	TRUE	FALSE	FALSE
MGYG000003321	Bacteria	0.721969696969697	MGYG000003321	MGYG000003321	GreatApes_cluster95_005508	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rs-D84	f__Rs-D84	g__Enterousia	s__Enterousia_spGreatApes005508	FALSE	TRUE	FALSE
H07649-L1_cleanbin_000061	Bacteria	0.721969696969697	Ptschw_cluster97_000231	H07649-L1_cleanbin_000061	GreatApes_cluster95_005509	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__F23-B02_spGreatApes005509	FALSE	FALSE	TRUE
H07676-L1_cleanbin_000097	Bacteria	0.550870646766169	Ptschw_cluster97_000231	H07649-L1_cleanbin_000061	GreatApes_cluster95_005509	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__F23-B02_spGreatApes005509	FALSE	FALSE	TRUE
H07626-L1_cleanbin_000042	Bacteria	0.721969696969697	Gberingei_cluster97_000157	H07626-L1_cleanbin_000042	GreatApes_cluster95_005510	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__F23-B02_spGreatApes005510	FALSE	FALSE	TRUE
MGYG000001049	Bacteria	0.721969696969697	MGYG000001049	MGYG000001049	GreatApes_cluster95_005511	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Limivicinus	s__Limivicinus_spGreatApes005511	FALSE	TRUE	FALSE
MGYG000004804	Bacteria	0.721969696969697	MGYG000004804	MGYG000004804	GreatApes_cluster95_005512	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__Dialister_sp900759415	FALSE	TRUE	FALSE
MGYG000000935	Bacteria	0.721969696969697	MGYG000000935	MGYG000000935	GreatApes_cluster95_005513	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UMGS1532	s__UMGS1532_sp900552605	FALSE	TRUE	FALSE
H07627-L1_cleanbin_000052	Bacteria	0.721969696969697	Gberingei_cluster97_000158	H07627-L1_cleanbin_000052	GreatApes_cluster95_005514	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Eubacteriales	f__Anaerofustaceae	g__RUG14186	s__RUG14186_spGreatApes005514	FALSE	FALSE	TRUE
H07649-L1_cleanbin_000062	Bacteria	0.721969696969697	Ptschw_cluster97_000232	H07649-L1_cleanbin_000062	GreatApes_cluster95_005515	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UMGS1668	s__UMGS1668_spGreatApes005515	FALSE	FALSE	TRUE
H07675-L1_cleanbin_000075	Bacteria	0.654166666666667	Ptschw_cluster97_000232	H07649-L1_cleanbin_000062	GreatApes_cluster95_005515	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UMGS1668	s__UMGS1668_spGreatApes005515	FALSE	FALSE	TRUE
MGYG000003863	Bacteria	0.721969696969697	MGYG000003863	MGYG000003863	GreatApes_cluster95_005516	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UMGS1264	s__UMGS1264_sp904399395	FALSE	TRUE	FALSE
H07617-L1_cleanbin_000057	Bacteria	0.721969696969697	Gberingei_cluster97_000159	H07617-L1_cleanbin_000057	GreatApes_cluster95_005517	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__SIG603	s__SIG603_spGreatApes005517	FALSE	FALSE	TRUE
MGYG000000899	Bacteria	0.721969696969697	MGYG000000899	MGYG000000899	GreatApes_cluster95_005518	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__Aphodomorpha	s__Aphodomorpha_sp900549955	FALSE	TRUE	FALSE
MGYG000002804	Bacteria	0.721969696969697	MGYG000002804	MGYG000002804	GreatApes_cluster95_005519	d__Bacteria	p__Firmicutes	c__Bacilli	o__RF39	f__UBA660	g__CAG-877	s__CAG-877_sp000433455	FALSE	TRUE	FALSE
H07667-L1_cleanbin_000073	Bacteria	0.720656028368794	Ptschw_cluster97_000234	H07667-L1_cleanbin_000073	GreatApes_cluster95_005520	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__CAG-238	s__CAG-238_spGreatApes005520	FALSE	FALSE	TRUE
ManaraSGB21142	Bacteria	0.720656028368794	ManaraSGB21142	ManaraSGB21142	GreatApes_cluster95_005521	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-452	s__CAG-452_spGreatApes005521	TRUE	FALSE	FALSE
H07677-L1_cleanbin_000044	Bacteria	0.719871794871795	Ptschw_cluster97_000235	H07677-L1_cleanbin_000044	GreatApes_cluster95_005522	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides_spGreatApes005522	FALSE	FALSE	TRUE
H07665-L1_cleanbin_000015	Bacteria	0.719871794871795	Pttrog_cluster97_000087	H07665-L1_cleanbin_000015	GreatApes_cluster95_005523	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__CAG-1427	s__CAG-1427_spGreatApes005523	FALSE	FALSE	TRUE
ManaraSGB20504	Bacteria	0.719489247311828	ManaraSGB20504	ManaraSGB20504	GreatApes_cluster95_005524	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__CAG-95_spGreatApes005524	TRUE	FALSE	FALSE
MGYG000001574	Bacteria	0.719252873563218	MGYG000001574	MGYG000001574	GreatApes_cluster95_005525	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Sutterella	s__Sutterella_sp905186105	FALSE	TRUE	FALSE
H07689-L1_cleanbin_000043	Bacteria	0.719252873563218	Pttrog_cluster97_000089	H07689-L1_cleanbin_000043	GreatApes_cluster95_005526	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Duodenibacillus	s__Duodenibacillus_spGreatApes005526	FALSE	FALSE	TRUE
MGYG000003497	Bacteria	0.719252873563218	MGYG000003497	MGYG000003497	GreatApes_cluster95_005527	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Paludibacteraceae	g__RF16	s__RF16_sp900768725	FALSE	TRUE	FALSE
MGYG000003941	Bacteria	0.719252873563218	MGYG000003941	MGYG000003941	GreatApes_cluster95_005528	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes_faecigallinarum	FALSE	TRUE	FALSE
H07659-L1_cleanbin_000047	Bacteria	0.719252873563218	Ppan_cluster97_000239	H07659-L1_cleanbin_000047	GreatApes_cluster95_005529	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Flexilinea	s__Flexilinea_spGreatApes005529	FALSE	FALSE	TRUE
ManaraSGB20990	Bacteria	0.719252873563218	ManaraSGB20990	ManaraSGB20990	GreatApes_cluster95_005530	d__Bacteria	p__Firmicutes	c__Bacilli	o__RFN20	f__CAG-826	g__Enteromonas	s__Enteromonas_spGreatApes005530	TRUE	FALSE	FALSE
ManaraSGB20962	Bacteria	0.719252873563218	ManaraSGB20962	ManaraSGB20962	GreatApes_cluster95_005531	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_C	s__Helicobacter_C_spGreatApes005531	TRUE	FALSE	FALSE
ManaraSGB20887	Bacteria	0.719252873563218	ManaraSGB20887	ManaraSGB20887	GreatApes_cluster95_005532	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-488	s__CAG-488_spGreatApes005532	TRUE	FALSE	FALSE
ManaraSGB20656	Bacteria	0.719252873563218	ManaraSGB20656	ManaraSGB20656	GreatApes_cluster95_005533	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__UBA1740	s__UBA1740_spGreatApes005533	TRUE	FALSE	FALSE
ManaraSGB20591	Bacteria	0.719252873563218	ManaraSGB20591	ManaraSGB20591	GreatApes_cluster95_005534	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__CAG-314	g__Fimimonas	s__Fimimonas_spGreatApes005534	TRUE	FALSE	FALSE
ManaraSGB21034	Bacteria	0.719252873563218	ManaraSGB21034	ManaraSGB21034	GreatApes_cluster95_005535	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus_spGreatApes005535	TRUE	FALSE	FALSE
ManaraSGB21186	Bacteria	0.719252873563218	ManaraSGB21186	ManaraSGB21186	GreatApes_cluster95_005536	d__Bacteria	p__Firmicutes	c__Bacilli	o__RFN20	f__CAG-826	g__Onthovivens	s__Onthovivens_spGreatApes005536	TRUE	FALSE	FALSE
G02607-L1_cleanbin_000040	Bacteria	0.719252873563218	Ptver_cluster97_000316	G02607-L1_cleanbin_000040	GreatApes_cluster95_005537	d__Bacteria	p__Firmicutes	c__Bacilli	o__RF39	f__UBA660	g__CAG-1000	s__CAG-1000_spGreatApes005537	FALSE	FALSE	TRUE
MGYG000003445	Bacteria	0.719194756554307	MGYG000003445	MGYG000003445	GreatApes_cluster95_005538	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_sp900767375	FALSE	TRUE	FALSE
MGYG000001210	Bacteria	0.719194756554307	MGYG000001210	MGYG000001210	GreatApes_cluster95_005539	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter_sp900553885	FALSE	TRUE	FALSE
E07180-L1_cleanbin_000040	Bacteria	0.719194756554307	HsG_cluster97_000343	E07180-L1_cleanbin_000040	GreatApes_cluster95_005540	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Copromonas	s__Copromonas_spGreatApes005540	FALSE	FALSE	TRUE
H07689-L1_cleanbin_000044	Archaea	0.716981132075472	Pttrog_cluster97_000090	H07689-L1_cleanbin_000044	GreatApes_cluster95_005541	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__UBA71	s__UBA71_spGreatApes005541	FALSE	FALSE	TRUE
G02643-L1_cleanbin_000030	Archaea	0.716981132075472	Ptver_cluster97_000318	G02643-L1_cleanbin_000030	GreatApes_cluster95_005542	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_A	s__Methanobrevibacter_A_spGreatApes005542	FALSE	FALSE	TRUE
H07624-L1_cleanbin_000038	Bacteria	0.716666666666667	HsA1_cluster97_000262	H07624-L1_cleanbin_000038	GreatApes_cluster95_005543	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes005543	FALSE	FALSE	TRUE
MGYG000004457	Bacteria	0.716666666666667	MGYG000004457	MGYG000004457	GreatApes_cluster95_005544	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAG-485	s__CAG-485_sp900767075	FALSE	TRUE	FALSE
MGYG000000737	Bacteria	0.716666666666667	MGYG000000737	MGYG000000737	GreatApes_cluster95_005545	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella_spGreatApes005545	FALSE	TRUE	FALSE
ManaraSGB21183	Bacteria	0.716666666666667	ManaraSGB21183	ManaraSGB21183	GreatApes_cluster95_005546	d__Bacteria	p__Firmicutes	c__Bacilli	o__RFN20	f__UBA1709	g__GreatApes005546	s__GreatApes005546_spGreatApes005546	TRUE	FALSE	FALSE
H07625-L1_cleanbin_000035	Bacteria	0.716666666666667	HsA1_cluster97_000261	H07625-L1_cleanbin_000035	GreatApes_cluster95_005547	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_C	s__Ruminococcus_C_spGreatApes005547	FALSE	FALSE	TRUE
